datetime,Mhb dist,Thresh,Anomaly
2015-01-02 01:00:00,1.9062594504772874,3.6513724695412395,False
2015-01-02 11:00:00,1.8286950167328038,3.6513724695412395,False
2015-01-02 21:00:00,1.7402059832143344,3.6513724695412395,False
2015-01-03 07:00:00,1.702578192712912,3.6513724695412395,False
2015-01-03 17:00:00,1.7888865181745217,3.6513724695412395,False
2015-01-04 03:00:00,1.7117448512178297,3.6513724695412395,False
2015-01-04 13:00:00,1.6677812254965552,3.6513724695412395,False
2015-01-04 23:00:00,1.7106887161713464,3.6513724695412395,False
2015-01-05 09:00:00,1.6499023661309598,3.6513724695412395,False
2015-01-05 19:00:00,1.9016079995038533,3.6513724695412395,False
2015-01-06 05:00:00,2.0485212669769193,3.6513724695412395,False
2015-01-06 15:00:00,1.8830698511278856,3.6513724695412395,False
2015-01-07 01:00:00,1.6303811261703312,3.6513724695412395,False
2015-01-07 11:00:00,1.6215392244126923,3.6513724695412395,False
2015-01-07 21:00:00,1.6006858340297552,3.6513724695412395,False
2015-01-08 07:00:00,1.5825140402490987,3.6513724695412395,False
2015-01-08 17:00:00,1.8394582478894204,3.6513724695412395,False
2015-01-09 03:00:00,1.702847325807909,3.6513724695412395,False
2015-01-09 13:00:00,1.6718107728210032,3.6513724695412395,False
2015-01-09 23:00:00,1.6911874874793458,3.6513724695412395,False
2015-01-10 09:00:00,1.5355235035590407,3.6513724695412395,False
2015-01-10 19:00:00,1.6885109089061843,3.6513724695412395,False
2015-01-11 05:00:00,1.5519980914053042,3.6513724695412395,False
2015-01-11 15:00:00,1.7303320187425246,3.6513724695412395,False
2015-01-12 01:00:00,1.5263797870670932,3.6513724695412395,False
2015-01-12 11:00:00,1.8629855313294272,3.6513724695412395,False
2015-01-12 21:00:00,1.5001827674882677,3.6513724695412395,False
2015-01-13 07:00:00,1.7816973483066305,3.6513724695412395,False
2015-01-13 17:00:00,1.4584672103691485,3.6513724695412395,False
2015-01-14 03:00:00,1.4496654658528205,3.6513724695412395,False
2015-01-14 13:00:00,1.7029917107397985,3.6513724695412395,False
2015-01-14 23:00:00,1.6494457872118353,3.6513724695412395,False
2015-01-15 09:00:00,1.4722260801399212,3.6513724695412395,False
2015-01-15 19:00:00,1.462543129781999,3.6513724695412395,False
2015-01-16 05:00:00,1.4092601247834644,3.6513724695412395,False
2015-01-16 15:00:00,1.5030058661572616,3.6513724695412395,False
2015-01-17 01:00:00,1.4156564626484613,3.6513724695412395,False
2015-01-17 11:00:00,1.381911765214526,3.6513724695412395,False
2015-01-17 21:00:00,1.4613159547614452,3.6513724695412395,False
2015-01-18 07:00:00,1.5940322280861523,3.6513724695412395,False
2015-01-18 17:00:00,1.359732173988921,3.6513724695412395,False
2015-01-19 03:00:00,1.343910670963914,3.6513724695412395,False
2015-01-19 13:00:00,1.7191738511127101,3.6513724695412395,False
2015-01-19 23:00:00,1.340198275460422,3.6513724695412395,False
2015-01-20 09:00:00,1.3813670152931647,3.6513724695412395,False
2015-01-20 19:00:00,1.3588121377402211,3.6513724695412395,False
2015-01-21 05:00:00,1.4493164238629996,3.6513724695412395,False
2015-01-21 15:00:00,1.2995999950667614,3.6513724695412395,False
2015-01-22 01:00:00,1.7695871362901971,3.6513724695412395,False
2015-01-22 11:00:00,1.8480057720114458,3.6513724695412395,False
2015-01-22 21:00:00,1.2577797781282032,3.6513724695412395,False
2015-01-23 07:00:00,1.250905561567016,3.6513724695412395,False
2015-01-23 17:00:00,1.325415041144877,3.6513724695412395,False
2015-01-24 03:00:00,1.2515873231674473,3.6513724695412395,False
2015-01-24 13:00:00,1.325454252277845,3.6513724695412395,False
2015-01-24 23:00:00,1.379391620622781,3.6513724695412395,False
2015-01-25 09:00:00,1.2702586932383455,3.6513724695412395,False
2015-01-25 19:00:00,1.4484673914953616,3.6513724695412395,False
2015-01-26 05:00:00,1.675038232049604,3.6513724695412395,False
2015-01-26 15:00:00,1.1661183621413074,3.6513724695412395,False
2015-01-27 01:00:00,1.2251484990252208,3.6513724695412395,False
2015-01-27 11:00:00,1.276718803994964,3.6513724695412395,False
2015-01-27 21:00:00,1.1441658578106748,3.6513724695412395,False
2015-01-28 07:00:00,1.6665018246331422,3.6513724695412395,False
2015-01-28 17:00:00,1.116563468317608,3.6513724695412395,False
2015-01-29 03:00:00,1.4314944519877508,3.6513724695412395,False
2015-01-29 13:00:00,1.1341238742061885,3.6513724695412395,False
2015-01-29 23:00:00,1.4092728669404242,3.6513724695412395,False
2015-01-30 09:00:00,1.1513479994926725,3.6513724695412395,False
2015-01-30 19:00:00,1.4843838045971705,3.6513724695412395,False
2015-01-31 05:00:00,1.7982561943135524,3.6513724695412395,False
2015-01-31 15:00:00,1.6243123899845422,3.6513724695412395,False
2015-02-01 01:00:00,1.0399133686720934,3.6513724695412395,False
2015-02-01 11:00:00,1.029832394041566,3.6513724695412395,False
2015-02-01 21:00:00,1.4645314892338268,3.6513724695412395,False
2015-02-02 07:00:00,1.6723715899137062,3.6513724695412395,False
2015-02-02 17:00:00,1.0062954105240307,3.6513724695412395,False
2015-02-03 03:00:00,1.0554229155320818,3.6513724695412395,False
2015-02-03 13:00:00,1.2221349495839484,3.6513724695412395,False
2015-02-03 23:00:00,1.3902643514095991,3.6513724695412395,False
2015-02-04 09:00:00,0.96218531946436,3.6513724695412395,False
2015-02-04 19:00:00,0.9533374665002137,3.6513724695412395,False
2015-02-05 05:00:00,0.9463338824936611,3.6513724695412395,False
2015-02-05 15:00:00,1.0382585171191911,3.6513724695412395,False
